epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.6197990326351513,0.6473798777169564,0.6220277610138805,0.3952828379674017,0.48338609450111386,0.6220277610138805,0.3952828379674017,0.48338609450111386,0.6078652478069831,0.6116182890218845,0.6882646734334819,0.6188023196685107,62478,0.602373280826751,0.6662345145491213,0.6427165354330708,0.4508111839834311,0.5299249340637046,0.6427165354330708,0.4508111839834311,0.5299249340637046,0.6355933994718299,0.6356651717197749,0.7123975059660628,0.655746975132863,6942
2,0.5990787815214246,0.6689874835942252,0.6447820485290959,0.4606327900287632,0.5373688566762858,0.6447820485290959,0.4606327900287632,0.5373688566762858,0.6398356625599165,0.639431028423716,0.7191511967777143,0.6539985922847632,62478,0.5909398310090376,0.6750216076058773,0.6333749479816896,0.5253710735243355,0.5743396226415094,0.6333749479816896,0.5253710735243355,0.5743396226415094,0.6557625419824509,0.6537856603715622,0.7289086830799347,0.6741188988206493,6942
3,0.5880133812801264,0.6791350555395499,0.6532594325231363,0.4926941514860978,0.5617279902057235,0.6532594325231363,0.4926941514860978,0.5617279902057235,0.6543286167023064,0.6526872125449609,0.7341799319111464,0.671294919708252,62478,0.5849294515138261,0.6817919907807548,0.6644359464627151,0.4798066965826717,0.5572258969733414,0.6644359464627151,0.4798066965826717,0.5572258969733414,0.654442065968402,0.6531295534829304,0.7370785514873449,0.6823762065884327,6942
4,0.5798063982276797,0.6884823457857165,0.6648055832502493,0.5114477468839885,0.5781294028394928,0.6648055832502493,0.5114477468839885,0.5781294028394928,0.6656014111798356,0.6633688477572979,0.745174843486001,0.6840677864010789,62478,0.5776609649956312,0.6851051570152694,0.6495582667227597,0.5329651363479462,0.5855138414865377,0.6495582667227597,0.5329651363479462,0.5855138414865377,0.6658115084320029,0.6635159427104378,0.7454498131778623,0.6912882004380536,6942
5,0.5730656516579066,0.6952527289605941,0.6726210924081072,0.5256375838926175,0.5901145268233876,0.6726210924081072,0.5256375838926175,0.5901145268233876,0.6737895573075463,0.6711917282427678,0.753650051336207,0.6934783053989725,62478,0.5741576613352299,0.6852492077211179,0.6750245821042281,0.4739385571280635,0.5568850131819104,0.6750245821042281,0.4739385571280635,0.5568850131819104,0.6564163701003933,0.655263468922499,0.7518962756323088,0.6946207158112216,6942
6,0.5678016389525613,0.6976055571561189,0.6739657009979653,0.5335378715244488,0.5955861891816684,0.6739657009979653,0.5335378715244488,0.5955861891816684,0.6770540769653532,0.6743314992872086,0.7600574447192553,0.7003422652991853,62478,0.5773396993260396,0.6894266781907231,0.7089678510998308,0.43389713496720744,0.5383297644539614,0.7089678510998308,0.43389713496720744,0.5383297644539614,0.6521690063858694,0.6531661200175963,0.7537341600129369,0.697484653537988,6942
7,0.5611588760746316,0.7038477544095522,0.6812003445965349,0.5458485139022051,0.6060593157188784,0.6812003445965349,0.5458485139022051,0.6060593157188784,0.6844009120428287,0.6814345445647607,0.7669686385197515,0.7087057347091472,62478,0.5705630262898835,0.6912993373667531,0.6528791565287916,0.5557473248187781,0.6004102181614768,0.6528791565287916,0.5557473248187781,0.6004102181614768,0.6744569574553423,0.6720640208766325,0.7563692545845773,0.6985410013721354,6942
8,0.5569675782280239,0.7076090783955953,0.6840839424663995,0.5563183125599233,0.6136209813874789,0.6840839424663995,0.5563183125599233,0.6136209813874789,0.6892194715887392,0.6861475088882631,0.7721052195897269,0.7137958704312495,62478,0.5689091039164133,0.691875540190147,0.6771028037383178,0.5001725923369003,0.5753424657534246,0.6771028037383178,0.5001725923369003,0.5753424657534246,0.6667827961184891,0.6646722046974983,0.759308359143959,0.7030319511509132,6942
9,0.5531022477096157,0.7111623291398572,0.6876197597794084,0.5642569511025887,0.6198601280754972,0.6876197597794084,0.5642569511025887,0.6198601280754972,0.6934802163272535,0.6903228551353946,0.7762219780596613,0.718615255872563,62478,0.5642273861885895,0.6979256698357822,0.658102766798419,0.5747324818778047,0.6135986733001658,0.658102766798419,0.5747324818778047,0.6135986733001658,0.6828192018505086,0.6804441148573201,0.7629013091843443,0.7053270678583277,6942
10,0.5489442992894986,0.7127308812702071,0.6870081457959409,0.5725023969319272,0.6245502468412685,0.6870081457959409,0.5725023969319272,0.6245502468412685,0.6959592793725214,0.692838567638834,0.7801922639260737,0.7232747293140496,62478,0.5667981312722097,0.6943244021895707,0.6878332525448376,0.48981705212288573,0.5721774193548387,0.6878332525448376,0.48981705212288573,0.5721774193548387,0.6671958365263659,0.6653040761232476,0.7612008586522095,0.702483180386309,6942
