representation,head_type,encoder_mode,freeze_autoencoder,freeze_esm2,num_seeds,learning_rate_mean,learning_rate_std,head_learning_rate_mean,head_learning_rate_std,encoder_learning_rate_mean,encoder_learning_rate_std,esm_learning_rate_mean,esm_learning_rate_std,weight_decay_mean,weight_decay_std,dropout_mean,dropout_std,autoencoder_embedding_dropout_mean,autoencoder_embedding_dropout_std,esm_embedding_dropout_mean,esm_embedding_dropout_std,loss_mean,loss_std,accuracy_mean,accuracy_std,positive_precision_mean,positive_precision_std,positive_recall_mean,positive_recall_std,positive_f1_mean,positive_f1_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,auroc_mean,auroc_std,auprc_mean,auprc_std,num_samples_mean,num_samples_std
esm2,linear,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0,0.0,,,0.0,0.0,0.10000000000000002,0.0,0.6687349729862375,0.001673833460729363,0.6021344005336001,0.003885669567360698,0.6714886171653393,0.0030760719721179427,0.40066666666666667,0.012013880860626715,0.5018115914850645,0.009841941941353885,0.6714886171653393,0.0030760719721179427,0.40066666666666667,0.012013880860626715,0.5018115914850645,0.009841941941353885,0.5853047216156281,0.005399954674598998,0.6022352352352353,0.003881890754849915,0.6689209209209209,0.00011382838330041838,0.6449688378905274,0.0004815239877408327,1999.0,0.0
esm2,mlp,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.10000000000000002,0.0,0.6521992091190741,0.0060618081968758526,0.6491579122894781,0.0035490739792884652,0.724182250537162,0.0067192888118637025,0.48266666666666663,0.018147543451754938,0.579064268039024,0.011477475767654514,0.724182250537162,0.0067192888118637025,0.48266666666666663,0.018147543451754938,0.579064268039024,0.011477475767654514,0.6391110312436475,0.00533331418024675,0.6492412412412412,0.0035429990306829287,0.7215105105105106,0.0017812612414603065,0.6954062635117837,0.005824385522837654,1999.0,0.0
random_autoencoder,linear,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.6898481813951275,0.0023507030579372275,0.5334333833583459,0.0041654147062854235,0.6387905557681677,0.0006869863121800876,0.155,0.019697715603592215,0.24903442074244012,0.02574607310336668,0.6387905557681677,0.0006869863121800876,0.155,0.019697715603592215,0.24903442074244012,0.02574607310336668,0.4552667131480705,0.012477507177081291,0.5336227894561228,0.004157641761549801,0.6160578912245579,0.0018312340282026704,0.5972637642358993,0.0017690898646539135,1999.0,0.0
random_autoencoder,mlp,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.6605696644368759,0.012395399498684944,0.5949641487410372,0.013721208322274922,0.6768649168779,0.027985028520138962,0.36466666666666664,0.013051181300301267,0.47390839069852936,0.016600577299540016,0.6768649168779,0.027985028520138962,0.36466666666666664,0.013051181300301267,0.47390839069852936,0.016600577299540016,0.5723061638059721,0.013951015127577496,0.5950794127460793,0.013722799814089475,0.6739324324324324,0.025322689118254693,0.6524743557277585,0.025589839575718885,1999.0,0.0
trained_autoencoder,linear,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0001,0.0,,,0.20000000000000004,0.0,0.0,0.0,0.6100020601945418,0.002881721869370559,0.6701684175421043,0.005302022042883058,0.7386201337845097,0.0034360188218561702,0.5273333333333333,0.018929694486000962,0.6151961641677116,0.01211763765749002,0.7386201337845097,0.0034360188218561702,0.5273333333333333,0.018929694486000962,0.6151961641677116,0.01211763765749002,0.66326413309333,0.006658932660845648,0.67023990657324,0.00529550718379315,0.7555568902235569,0.0008702092301727489,0.7376283281119785,0.0009261150278496183,1999.0,0.0
trained_autoencoder,mlp,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0001,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.5529804672124645,0.00254885455170789,0.7051859262964816,0.0018939164068035052,0.7634229541188559,0.008386213176730948,0.5953333333333334,0.013279056191361398,0.6688635634541195,0.005682791702339287,0.7634229541188559,0.008386213176730948,0.5953333333333334,0.013279056191361398,0.6688635634541195,0.005682791702339287,0.7015694541251397,0.0023015697705839945,0.7052409075742408,0.0018923404575275236,0.8028126459793127,0.002751313042990711,0.7827651304130221,0.0019320948712934997,1999.0,0.0
trained_autoencoder+esm2,linear,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0001,0.0,,,0.20000000000000004,0.0,0.10000000000000002,0.0,0.5895627868340495,0.0036147775024356504,0.688344172086043,0.005681749220410484,0.7476724809406846,0.002531319227431753,0.569,0.013856406460551007,0.6461633013929947,0.009767838891167323,0.7476724809406846,0.002531319227431753,0.569,0.013856406460551007,0.6461633013929947,0.009767838891167323,0.6838397498463871,0.006400868462953396,0.6884039039039038,0.005677718621153444,0.7770997664330997,0.0003921322672206174,0.7481731988929473,0.0016251167200322003,1999.0,0.0
trained_autoencoder+esm2,mlp,frozen,True,True,3,0.0001,0.0,0.0001,0.0,0.001,0.0,1e-05,0.0,0.0,0.0,0.10000000000000002,0.0,0.10000000000000002,0.0,0.05000000000000001,0.0,0.5470402083715757,0.007730923814356678,0.7220276805069202,0.006009945403014894,0.7664533820220546,0.005887353219701629,0.6393333333333334,0.025423086620891166,0.6968938618595398,0.01282013478949917,0.7664533820220546,0.005887353219701629,0.6393333333333334,0.025423086620891166,0.6968938618595398,0.01282013478949917,0.7200422172471569,0.006897169582965615,0.7220690690690691,0.006000567127772496,0.8095724057390724,0.0026088421554513242,0.7792691237279326,0.004204551164198869,1999.0,0.0
