dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,artifacts_copied,checkpoint_dir,error,sources,source_run_dir,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,1e-05,0.0001,,0.0,0.0,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0_esm_do_0_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0_esm_do_0_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,1e-05,0.0001,,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,1e-05,0.0001,,0.2,0.1,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/linear/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,3.0,0.7125534950071327,0.457881816120046,0.7677902621722846
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0,,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.1_esm_do_0.05_seed_42,Non-finite gradient norm in training batch 3791.,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0,,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.2_esm_do_0.1_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.2_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_ae_do_0.2_esm_do_0.1_seed_42,4.0,0.6927122464312547,0.5081997041364322,0.7643330452319216
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,8.0,0.7154156577885391,0.4865811826756213,0.7460386055891673
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0001,,0.1,0.05,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0.05_seed_42,1.0,0.6980952380952381,0.520890709526839,0.7260155574762316
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,linear,42,end_to_end_tuning,0.0001,0.0001,,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0.1_seed_42,1.0,0.6998754669987547,0.5260636631245916,0.7222702391241717
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0,0.1,0.0,0.0,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmpmc9mmzmr/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmpmc9mmzmr/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmpmc9mmzmr', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0,0.1,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmp3jjpe50h/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmp3jjpe50h/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmp3jjpe50h', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0,0.1,0.2,0.1,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmp5te_cbs2/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmp5te_cbs2/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmp5te_cbs2', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0001,0.1,0.0,0.0,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmp_msvs4rv/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmp_msvs4rv/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmp_msvs4rv', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0001,0.1,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmpv9rhb6db/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmpv9rhb6db/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmpv9rhb6db', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-06,0.0001,0.1,0.2,0.1,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,"Command '['/usr/bin/gcc', '/tmp/tmpc_qzdr_k/cuda_utils.c', '-O3', '-shared', '-fPIC', '-Wno-psabi', '-o', '/tmp/tmpc_qzdr_k/cuda_utils.cpython-314-x86_64-linux-gnu.so', '-l:libcuda.so.1', '-L/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/lib', '-L/usr/lib/x86_64-linux-gnu', '-I/home/ubuntu/research/protein-sequence-augmentation/.venv/lib/python3.14/site-packages/triton/backends/nvidia/include', '-I/tmp/tmpc_qzdr_k', '-I/usr/include/python3.14']' returned non-zero exit status 1.",source_3,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-3/mlp/trained_autoencoder+esm2/lr_1e-6_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0,0.1,0.0,0.0,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0,0.1,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0,0.1,0.2,0.1,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_0_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0001,0.1,0.0,0.0,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0001,0.1,0.1,0.05,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0.1_esm_do_0.05_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,1e-05,0.0001,0.1,0.2,0.1,failed,,False,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,[Errno 32] Broken pipe,source_2,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-2/mlp/trained_autoencoder+esm2/lr_1e-5_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0.1_seed_42,,,,
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0,0.3,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0_esm_do_0_seed_42,3.0,0.7194831689901394,0.4615230670805727,0.7623163353500432
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0,0.3,0.1,0.05,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,3.0,0.7165234967155129,0.474375886580196,0.757562662057044
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0,0.3,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,3.0,0.7080525008868394,0.47579116522149645,0.762892538173437
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0001,0.3,0.0,0.0,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0_esm_do_0_seed_42,8.0,0.7124407389243093,0.48689214246000345,0.7466148084125612
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0001,0.3,0.1,0.05,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.1_esm_do_0.05_seed_42,8.0,0.7100790846373886,0.48106409511007037,0.7518006338231057
solubility,v27,trained_autoencoder+esm2,fine_tuned,False,False,v27,mlp,42,end_to_end_tuning,0.0001,0.0001,0.3,0.2,0.1,complete,Code/results/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,True,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/collected/classifier-v27-unfrozen-filtered/ec2-1/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_ae_do_0.2_esm_do_0.1_seed_42,8.0,0.712722521639719,0.48658970436250326,0.7466148084125612
