dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,head_learning_rate,representation_learning_rate,encoder_learning_rate,esm_learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v27,random_autoencoder,frozen,True,True,,mlp,43,final,0.0001,0.0001,,0.001,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_43,,0.6657752796463396,0.5807903951975988,0.7035175879396985,0.28,0.4005722460658083,0.7035175879396985,0.28,0.4005722460658083,0.5391322768790581,0.580940940940941,0.6844544544544544,0.6581158032262291,1999.0
solubility,v27,random_autoencoder,frozen,True,True,,mlp,44,final,0.0001,0.0001,,0.001,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_44,,0.6763078879719677,0.5732866433216608,0.6636971046770601,0.298,0.4113181504485852,0.6636971046770601,0.298,0.4113181504485852,0.5383385573741553,0.5734244244244244,0.6465435435435436,0.627578514819503,1999.0
solubility,v27,trained_autoencoder,frozen,True,True,v27,linear,42,final,0.0001,0.0001,,0.001,1e-05,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_42,,0.6408795901630567,0.6223111555777889,0.7045075125208681,0.422,0.5278298936835523,0.7045075125208681,0.422,0.5278298936835523,0.6065577146617012,0.6224114114114114,0.713938938938939,0.6905624288358541,1999
solubility,v27,trained_autoencoder,frozen,True,True,v27,linear,43,final,0.0001,0.0001,,0.001,1e-05,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_43,,0.6406475067019403,0.6218109054527263,0.7053872053872053,0.419,0.5257214554579673,0.7053872053872053,0.419,0.5257214554579673,0.605622790956937,0.6219124124124124,0.7156756756756757,0.6917861044875444,1999.0
solubility,v27,trained_autoencoder,frozen,True,True,v27,linear,44,final,0.0001,0.0001,,0.001,1e-05,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder/seed_44,,0.6360595015480018,0.6283141570785392,0.6973886328725039,0.454,0.549969715324046,0.6973886328725039,0.454,0.549969715324046,0.6166976825448522,0.6284014014014014,0.7141631631631632,0.6906141413563653,1999.0
solubility,v27,trained_autoencoder,frozen,True,True,v27,mlp,42,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_42,,0.6025383300099032,0.6633316658329165,0.7236662106703147,0.529,0.6112073945696129,0.7236662106703147,0.529,0.6112073945696129,0.6571696434691912,0.6633988988988989,0.765893893893894,0.7491626261469698,1999
solubility,v27,trained_autoencoder,frozen,True,True,v27,mlp,43,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_43,,0.602105894227097,0.6763381690845423,0.7259923175416133,0.567,0.6367209432902864,0.7259923175416133,0.567,0.6367209432902864,0.6724425645635013,0.6763928928928928,0.7665285285285285,0.7448935402526833,1999.0
solubility,v27,trained_autoencoder,frozen,True,True,v27,mlp,44,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder/seed_44,,0.5937207077908003,0.6703351675837919,0.7264276228419655,0.547,0.6240730176839704,0.7264276228419655,0.547,0.6240730176839704,0.6652659075056824,0.670396896896897,0.7675355355355356,0.7501675992634576,1999.0
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,linear,42,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_42,,0.6149766368231456,0.6648324162081041,0.7357142857142858,0.515,0.6058823529411764,0.7357142857142858,0.515,0.6058823529411764,0.6571622382634515,0.6649074074074074,0.7515655655655656,0.7252709666028052,1999
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,linear,43,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_43,,0.6166519658931677,0.6568284142071036,0.7288629737609329,0.5,0.5931198102016607,0.7288629737609329,0.5,0.5931198102016607,0.6482035037167473,0.6569069069069069,0.7515695695695694,0.7251599322331157,1999.0
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,linear,44,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/trained_autoencoder+esm2/seed_44,,0.6106861864345678,0.6643321660830416,0.7275242047026279,0.526,0.6105629715612304,0.7275242047026279,0.526,0.6105629715612304,0.6578089583080877,0.6644014014014015,0.7535975975975976,0.7294805097849237,1999.0
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,mlp,42,final,0.0001,0.0001,,0.001,1e-05,0.0,0.3,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_42,,0.5637515571756683,0.7053526763381691,0.7546468401486989,0.609,0.6740453790813503,0.7546468401486989,0.609,0.6740453790813503,0.7026091797278043,0.7054009009009009,0.7933573573573574,0.766416060654031,1999
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,mlp,43,final,0.0001,0.0001,,0.001,1e-05,0.0,0.3,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_43,,0.5627237242600391,0.7018509254627313,0.7518703241895262,0.603,0.6692563817980022,0.7518703241895262,0.603,0.6692563817980022,0.6989269158534637,0.7019004004004004,0.7951661661661662,0.7712335456671626,1999.0
solubility,v27,trained_autoencoder+esm2,frozen,True,True,v27,mlp,44,final,0.0001,0.0001,,0.001,1e-05,0.0,0.3,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/trained_autoencoder+esm2/seed_44,,0.5757847561157603,0.695847923961981,0.75,0.588,0.6591928251121076,0.75,0.588,0.6591928251121076,0.6922883728089897,0.6959019019019019,0.7927487487487487,0.7663749489309577,1999.0
