dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,head_learning_rate,representation_learning_rate,encoder_learning_rate,esm_learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v27,esm2,frozen,True,True,,linear,42,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/esm2/seed_42,,0.6688223724785061,0.6033016508254128,0.6745362563237775,0.4,0.5021971123666039,0.6745362563237775,0.4,0.5021971123666039,0.5862336913184372,0.6034034034034035,0.6687907907907908,0.6454499981346253,1999
solubility,v27,esm2,frozen,True,True,,linear,43,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/esm2/seed_43,,0.6703633944829623,0.5977988994497249,0.6683848797250859,0.389,0.4917825537294564,0.6683848797250859,0.389,0.4917825537294564,0.579500548387907,0.5979034034034034,0.66896996996997,0.644486950981598,1999.0
solubility,v27,esm2,frozen,True,True,,linear,44,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/esm2/seed_44,,0.6670191519972442,0.6053026513256629,0.6715447154471544,0.413,0.5114551083591331,0.6715447154471544,0.413,0.5114551083591331,0.5901799251405402,0.6053988988988989,0.669002002002002,0.6449695645553588,1999.0
solubility,v27,esm2,frozen,True,True,,mlp,42,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/esm2/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/esm2/seed_42,,0.6586762376729699,0.6453226613306653,0.7298578199052133,0.462,0.5658297611757501,0.7298578199052133,0.462,0.5658297611757501,0.6330205888331182,0.6454144144144144,0.7207247247247248,0.6908773027015632,1999
solubility,v27,esm2,frozen,True,True,,mlp,43,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/esm2/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/esm2/seed_43,,0.6512588668221411,0.6498249124562281,0.7167630057803468,0.496,0.5862884160756501,0.7167630057803468,0.496,0.5862884160756501,0.6413662375261164,0.6499019019019019,0.7202572572572573,0.6933649510510844,1999.0
solubility,v27,esm2,frozen,True,True,,mlp,44,final,0.0001,0.0001,,0.001,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/esm2/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/esm2/seed_44,,0.6466625228621115,0.6523261630815408,0.725925925925926,0.49,0.5850746268656717,0.725925925925926,0.49,0.5850746268656717,0.642946267371708,0.6524074074074073,0.7235495495495495,0.7019765367827036,1999.0
solubility,v27,random_autoencoder,frozen,True,True,,linear,42,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_42,,0.6894182044008245,0.536768384192096,0.6380597014925373,0.171,0.2697160883280757,0.6380597014925373,0.171,0.2697160883280757,0.46526097456696824,0.5369514514514514,0.61395995995996,0.595480191867905,1999
solubility,v27,random_autoencoder,frozen,True,True,,linear,43,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_43,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_43,,0.6923841922327302,0.5287643821910956,0.6394230769230769,0.133,0.22019867549668873,0.6394230769230769,0.133,0.22019867549668873,0.4412821334472691,0.5289624624624625,0.6173358358358358,0.599018006885648,1999.0
solubility,v27,random_autoencoder,frozen,True,True,,linear,44,final,0.0001,0.0001,,0.001,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_44,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/linear/random_autoencoder/seed_44,,0.687742147551828,0.534767383691846,0.6388888888888888,0.161,0.2571884984025559,0.6388888888888888,0.161,0.2571884984025559,0.4592570314299742,0.5349544544544544,0.6168778778778778,0.5972930939541449,1999.0
solubility,v27,random_autoencoder,frozen,True,True,,mlp,42,final,0.0001,0.0001,,0.001,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/frozen/final/mlp/random_autoencoder/seed_42,,0.6695185937155121,0.5577788894447223,0.6330275229357798,0.276,0.38440111420612816,0.6330275229357798,0.276,0.38440111420612816,0.5196790894996293,0.5579199199199198,0.6562672672672673,0.6341331107952023,1999
