dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,3.0,0.716087782961811,0.4613987974579964,0.7633246902909824
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_0_ae_do_0_esm_do_0.1_seed_42,,3.0,0.7221943468807492,0.4718167770324472,0.7607317775857102
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,3.0,0.6959001782531195,0.4737004783767611,0.7542494958225295
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0.1_seed_42,,8.0,0.7169620253164557,0.47891345930971835,0.7584269662921348
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,3.0,0.7156091592378955,0.45667064718814104,0.7656295015845578
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,,3.0,0.6997255260750229,0.46530994885388866,0.7636127917026794
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,8.0,0.7151006711409396,0.48749386575647197,0.7554019014693172
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,,8.0,0.7127814676818403,0.4922917302610963,0.7445980985306828
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.0,failed,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,Non-finite gradient norm in training batch 2919.,,,,
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.1,0.0,failed,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,Non-finite gradient norm in training batch 1745.,,,,
