epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.5761973295977213,0.6851051570152694,0.638089485265565,0.5671716203259828,0.6005441403394786,0.638089485265565,0.5671716203259828,0.6005441403394786,0.6703317763939811,0.6683755252963595,0.7504350296796047,0.6685420261936799,62478,0.5549724921305081,0.7046960530106597,0.6586736605470214,0.6068346565412496,0.631692418253683,0.6586736605470214,0.6068346565412496,0.631692418253683,0.6926194719304001,0.6908091700506,0.7744350854406737,0.7019696685067477,6942
2,0.5553109790633624,0.7074010051538141,0.6628363697141902,0.6083604985618408,0.6344311796348511,0.6628363697141902,0.6083604985618408,0.6344311796348511,0.6952593262248492,0.6933514714329408,0.7763553650201461,0.698050340157931,62478,0.551159417842177,0.7103140305387496,0.6559859154929577,0.6430790472903003,0.6494683632560572,0.6559859154929577,0.6430790472903003,0.6494683632560572,0.7013145179481464,0.7007731454004036,0.7816479090726395,0.7102891517782712,6942
3,0.5514801509012703,0.7125388136624091,0.6689006368896474,0.6162607861936721,0.6415026547965986,0.6689006368896474,0.6162607861936721,0.6415026547965986,0.7007908689302664,0.6988811553966465,0.7812541052307042,0.7040746978375111,62478,0.5491075473846946,0.7094497263036589,0.6618837380426784,0.6209872281670694,0.6407836153161175,0.6618837380426784,0.6209872281670694,0.6407836153161175,0.6984302645452276,0.6968965807089982,0.7824694827307394,0.7097790075466285,6942
4,0.5489944009726085,0.7138192643810621,0.6692412539754657,0.6213998082454458,0.6444338384440997,0.6692412539754657,0.6213998082454458,0.6444338384440997,0.7024901213112423,0.700708969309658,0.7835219780148871,0.7065883525712641,62478,0.5477607378146381,0.717948717948718,0.6666666666666666,0.6482568173973076,0.6573328666433321,0.6666666666666666,0.6482568173973076,0.6573328666433321,0.7088377919507971,0.7080591874378379,0.7855032677340228,0.7135409823053542,6942
5,0.5471643963850447,0.714299433400557,0.6707777916199493,0.6194822627037392,0.6441103756280405,0.6707777916199493,0.6194822627037392,0.6441103756280405,0.7027370059958384,0.7008490070763977,0.7853559043907359,0.7094008059540168,62478,0.5461177184203282,0.7136271967732641,0.6696528555431132,0.619261304798067,0.6434720229555236,0.6696528555431132,0.619261304798067,0.6434720229555236,0.7020922945783877,0.700236338431172,0.786046602917728,0.7118414777367943,6942
6,0.5465498404808304,0.7135471686033483,0.670233139050791,0.617411313518696,0.6427387962870545,0.670233139050791,0.617411313518696,0.6427387962870545,0.7018345268487276,0.6999096784059156,0.7859663926742733,0.7102180171851487,62478,0.5483763521959513,0.7156439066551427,0.6974753958065897,0.5626510182947877,0.6228505922812381,0.6974753958065897,0.5626510182947877,0.6228505922812381,0.6973212498978445,0.6939336673674186,0.7865814471558106,0.7148731836065907,6942
7,0.5449534328078723,0.7160440475047216,0.6734948788408693,0.6203643336529242,0.6458387399437047,0.6734948788408693,0.6203643336529242,0.6458387399437047,0.7044295953168158,0.7024712638789028,0.7876408287549341,0.7123150139386238,62478,0.5419497605669708,0.7185249207721118,0.6763935652824542,0.6240938902312737,0.6491921005385997,0.6763935652824542,0.6240938902312737,0.6491921005385997,0.7070834209693239,0.7051248190340547,0.7893785523833743,0.7189948319530292,6942
8,0.5443634490601373,0.7161080700406544,0.6731599933543778,0.6215532118887823,0.6463280891707045,0.6731599933543778,0.6215532118887823,0.6463280891707045,0.7046091351541646,0.7026948544403943,0.7883448887097454,0.7124647304691101,62478,0.5448743880258723,0.7163641601843849,0.6783243658724059,0.609250949257853,0.6419348972540462,0.6783243658724059,0.609250949257853,0.6419348972540462,0.703555403308001,0.7011644115881354,0.788367020484513,0.716252560721886,6942
9,0.5436111734768901,0.7170363968116777,0.6736001984947482,0.6246979865771812,0.6482281075273096,0.6736001984947482,0.6246979865771812,0.6482281075273096,0.7057791362948802,0.7039375986233158,0.7892303682893181,0.7143165152008839,62478,0.545511932030977,0.7178046672428695,0.6657243816254417,0.6503279254401104,0.6579360921948664,0.6657243816254417,0.6503279254401104,0.6579360921948664,0.7088871339973963,0.7082294756990416,0.7877369411176389,0.7115320115216651,6942
10,0.5432094677530501,0.7178686897788021,0.6749502982107356,0.6249664429530202,0.648997391425556,0.6749502982107356,0.6249664429530202,0.648997391425556,0.7065718321779826,0.7046899077386313,0.7894676149693077,0.7144106469723608,62478,0.5457121440327776,0.7153558052434457,0.6786961583236322,0.6037279944770452,0.639020825721593,0.6786961583236322,0.6037279944770452,0.639020825721593,0.7020312214220331,0.6995154187465572,0.7865261066710245,0.7150131706814472,6942
