dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,checkpoint_dir,error,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection,encoder_lr_partition,phase_partition
solubility,v5,trained_autoencoder+esm2,frozen,True,True,v5,linear,42,tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,,20.0,0.6677852348993288,0.5432286848083624,0.7147796024200519,encoder_lr_1e-5,frozen
solubility,v5,trained_autoencoder+esm2,frozen,True,True,v5,linear,42,tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,,20.0,0.6677852348993288,0.5432286852548391,0.7147796024200519,encoder_lr_1e-6,frozen
solubility,v5,trained_autoencoder+esm2,frozen,True,True,v5,linear,42,tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,,20.0,0.6675607711651299,0.5432831320114213,0.7143474503025065,encoder_lr_1e-6,frozen
solubility,v5,trained_autoencoder+esm2,frozen,True,True,v5,linear,42,tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,,20.0,0.6675607711651299,0.5432831379014798,0.7143474503025065,encoder_lr_1e-4,frozen
solubility,v5,trained_autoencoder+esm2,frozen,True,True,v5,linear,42,tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,,20.0,0.6675607711651299,0.5432831379014798,0.7143474503025065,encoder_lr_1e-5,frozen
solubility,v5,random_autoencoder,from_scratch,False,True,,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/encoder_lr_1e-4/unfrozen/tuning/linear/random_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-4_ae_do_0_esm_do_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/linear/random_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,3.0,0.6522198731501057,0.5240365577101261,0.7156439066551427,encoder_lr_1e-4,unfrozen
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,8.0,0.6498120942944995,0.5362099855580134,0.7046960530106597,encoder_lr_1e-6,unfrozen
solubility,v5,random_autoencoder,from_scratch,False,True,,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.2,0.0,complete,Code/results/classifier/solubility/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_0_do_0.1_rep_lr_1e-6_ae_do_0.2_esm_do_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_0_do_0.1_ae_do_0.2_esm_do_0_seed_42,,3.0,0.6475677208906538,0.5806785695012245,0.6420339959665803,encoder_lr_1e-6,unfrozen
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,8.0,0.6462328767123288,0.5387418686879949,0.7023912417170844,encoder_lr_1e-6,unfrozen
solubility,v5,random_autoencoder,from_scratch,False,True,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.1,0.2,0.0,complete,Code/results/classifier/solubility/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-6_ae_do_0.2_esm_do_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_1e-4_do_0.1_ae_do_0.2_esm_do_0_seed_42,,3.0,0.6461669264560012,0.5809668478722602,0.6403053874963988,encoder_lr_1e-6,unfrozen
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,,8.0,0.6449511400651465,0.5392666663432526,0.7016709881878421,encoder_lr_1e-6,unfrozen
solubility,v5,random_autoencoder,from_scratch,False,True,,mlp,42,end_to_end_tuning,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_0_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,8.0,0.6443683883011824,0.556027887465802,0.6707000864304236,encoder_lr_1e-6,unfrozen
solubility,v5,esm2,frozen,True,True,,mlp,42,tuning,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_seed_42,,20.0,0.6426498207273348,0.5658038460669137,0.6985018726591761,encoder_lr_1e-6,frozen
solubility,v5,random_autoencoder,from_scratch,False,True,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v27/unfrozen/tuning/mlp/random_autoencoder/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,3.0,0.6418879056047198,0.5726814766982488,0.6502448861999424,encoder_lr_1e-6,unfrozen
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,,8.0,0.6412239986247207,0.5427455567928942,0.6993661768942668,encoder_lr_1e-6,unfrozen
solubility,v5,esm2,frozen,True,True,,mlp,42,tuning,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/frozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/frozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_seed_42,,20.0,0.6397803329328986,0.5654984237446423,0.6976375684240853,encoder_lr_1e-4,frozen
