dataset,version,representation,head_type,seed,phase,learning_rate,weight_decay,dropout,status,run_dir,checkpoint_dir,error,loss,accuracy,positive_precision,positive_recall,positive_f1,precision,recall,f1,macro_f1,balanced_accuracy,auroc,auprc,num_samples
solubility,v3,random_autoencoder,mlp,43,end_to_end,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/random_autoencoder/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/random_autoencoder/seed_43,,0.5186472509788715,0.6938469234617308,0.813915857605178,0.503,0.6217552533992583,0.813915857605178,0.503,0.6217552533992583,0.6823061981282006,0.6939424424424425,0.819021021021021,0.8177496266127975,1999
solubility,v3,random_autoencoder,mlp,44,end_to_end,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/random_autoencoder/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/random_autoencoder/seed_44,,0.5135031189842186,0.6973486743371686,0.8170144462279294,0.509,0.6272335181762169,0.8170144462279294,0.509,0.6272335181762169,0.6862483380354769,0.697442942942943,0.8228648648648649,0.8209820949019835,1999
solubility,v3,trained_autoencoder,linear,42,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_42,,0.5158714444086276,0.7178589294647324,0.8159420289855073,0.563,0.6662721893491125,0.8159420289855073,0.563,0.6662721893491125,0.7109523858357347,0.7179364364364365,0.8345205205205206,0.8345979625834326,1999
solubility,v3,trained_autoencoder,linear,43,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_43,,0.5233867477183941,0.7003501750875438,0.8427350427350427,0.493,0.6220820189274447,0.8427350427350427,0.493,0.6220820189274447,0.6869216559618575,0.7004539539539539,0.8334114114114115,0.8300584922909576,1999
solubility,v3,trained_autoencoder,linear,44,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder/seed_44,,0.4974880223872961,0.7343671835917959,0.7788347205707491,0.655,0.7115697990222705,0.7788347205707491,0.655,0.7115697990222705,0.7326972778143341,0.7344069069069069,0.8316456456456457,0.8296783628837592,1999
solubility,v3,trained_autoencoder,mlp,42,end_to_end,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_42,,0.5429287728904306,0.7223611805902952,0.7870967741935484,0.61,0.6873239436619718,0.7870967741935484,0.61,0.6873239436619718,0.7188306627891505,0.7224174174174174,0.8183563563563564,0.8194637039604944,1999
solubility,v3,trained_autoencoder,mlp,43,end_to_end,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_43,,0.5304664620433586,0.7143571785892946,0.8264840182648402,0.543,0.6554013277006638,0.8264840182648402,0.543,0.6554013277006638,0.7057442349737835,0.714442942942943,0.8328788788788788,0.8280674190349864,1999
solubility,v3,trained_autoencoder,mlp,44,end_to_end,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder/seed_44,,0.5546316048423906,0.7233616808404202,0.7936925098554534,0.604,0.6859738784781374,0.7936925098554534,0.604,0.6859738784781374,0.7193838994536418,0.7234214214214214,0.8226126126126126,0.8256218639129566,1999
solubility,v3,trained_autoencoder+esm2,linear,42,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_42,,0.5225650070606916,0.7293646823411706,0.7953667953667953,0.618,0.6955543050084412,0.7953667953667953,0.618,0.6955543050084412,0.7259851669121449,0.7294204204204204,0.8311231231231231,0.8197111668037722,1999
solubility,v3,trained_autoencoder+esm2,linear,43,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_43,,0.5211028748449532,0.7398699349674838,0.810880829015544,0.626,0.7065462753950339,0.810880829015544,0.626,0.7065462753950339,0.7364717001413624,0.7399269269269269,0.8374004004004004,0.8282639727282911,1999
solubility,v3,trained_autoencoder+esm2,linear,44,end_to_end,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/linear/trained_autoencoder+esm2/seed_44,,0.5539987482328067,0.7373686843421711,0.7965043695380774,0.638,0.7084952803997779,0.7965043695380774,0.638,0.7084952803997779,0.734766529594518,0.7374184184184185,0.8335395395395395,0.8199458113179043,1999
solubility,v3,trained_autoencoder+esm2,mlp,42,end_to_end,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_42,,0.49877588532160616,0.7413706853426714,0.784452296819788,0.666,0.7203893996755003,0.784452296819788,0.666,0.7203893996755003,0.7399061935557585,0.7414084084084085,0.8382712712712712,0.8281578365776319,1999
solubility,v3,trained_autoencoder+esm2,mlp,43,end_to_end,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_43,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_43,,0.5292401550530552,0.7243621810905453,0.8316100443131462,0.563,0.6714370900417412,0.8316100443131462,0.563,0.6714370900417412,0.7170197083125552,0.7244429429429429,0.8403193193193192,0.8291081067732837,1999
solubility,v3,trained_autoencoder+esm2,mlp,44,end_to_end,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_44,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/end_to_end/mlp/trained_autoencoder+esm2/seed_44,,0.5200533028421789,0.7408704352176088,0.7862232779097387,0.662,0.7187839305103149,0.7862232779097387,0.662,0.7187839305103149,0.7392620951252873,0.7409099099099099,0.838148148148148,0.8272821873535433,1999
