epoch,train_loss,train_accuracy,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_f1,val_precision,val_recall
1,1.820168128841516,0.37327790973871733,0.1731550968264408,0.18523997426712174,0.19051251050657717,1.303528897294944,0.5656350053361793,0.29146780369396497,0.27027164766842365,0.33063655566275807
2,1.3083967685247055,0.5502375296912114,0.3003990530765932,0.3761086991428809,0.32419819752682966,1.0429221121382646,0.6229099964425472,0.34398489893963397,0.3483539122398648,0.37881316494601674
3,1.131544923363872,0.6109263657957245,0.37984412409894946,0.42715047241792786,0.391325250297048,0.9516703433103182,0.6591960156527926,0.39626374642733986,0.376454901404301,0.42323239850590644
4,1.0306728398551073,0.6409738717339667,0.4208245095680951,0.47771003616188673,0.4263821126995138,0.9002098716922443,0.6762717893987905,0.42867235492201783,0.48307035963899836,0.4438776039949686
5,0.9775000072351216,0.6621140142517815,0.44150957657045814,0.466765392298403,0.4482771305066183,0.8684759270928969,0.7004624688722875,0.4826930428916908,0.49430897190527745,0.4882047944023532
6,0.9298251943638022,0.6844418052256532,0.47462765040723537,0.5220101676740124,0.4806630618594768,0.8534857740768612,0.7050871575951618,0.49296770980042914,0.4953002973519884,0.49985320287084756
7,0.8883620859662767,0.6983372921615202,0.49162901440567086,0.5366486836977625,0.49626151894528225,0.8193963891244493,0.7210956954820349,0.5075248519678667,0.5112436553889015,0.5131116494501226
8,0.8505240099140544,0.7152019002375297,0.5111223711049552,0.5404517724103544,0.5166707795158388,0.7954249660727907,0.7253646389185343,0.5249210281873173,0.5903697118393103,0.5237111319291325
9,0.8130367959246916,0.7299287410926366,0.5296428153622093,0.5735924648032282,0.5335643399991543,0.7847074098086027,0.7299893276414088,0.5458738031439498,0.6077326893864959,0.5406359962042715
10,0.7836399926349832,0.7377672209026128,0.537962909074953,0.5831868593581471,0.5418867894167027,0.7680571254088797,0.7367484880825329,0.5578524002230212,0.587404601807183,0.5603337536413081
