epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.5762361275544525,0.6744774160504498,0.6256075666681263,0.5479194630872484,0.584192018318613,0.6256075666681263,0.5479194630872484,0.584192018318613,0.6583707974397757,0.6565243553383664,0.7424549207841092,0.6661260866906116,62478,0.5444921624399475,0.6938922500720254,0.6473282442748092,0.5854332067656196,0.6148268986768171,0.6473282442748092,0.5854332067656196,0.6148268986768171,0.6804264767078361,0.6785015230367035,0.7753483954459516,0.7066953493956903,6942
2,0.5373608882696476,0.7089055347482314,0.6701907309916285,0.5956279961649089,0.6307133139759183,0.6701907309916285,0.5956279961649089,0.6307133139759183,0.6952422686222863,0.6928363863471579,0.7863849346648887,0.7179965129838888,62478,0.5181499289027279,0.7201094785364448,0.6757553426676493,0.6330686917500863,0.653715915166637,0.6757553426676493,0.6330686917500863,0.653715915166637,0.7094277629743495,0.7077580788787514,0.8051008822476515,0.7432150871304046,6942
3,0.5240309028723331,0.7216780306667947,0.6857888432580425,0.614803451581975,0.6483589816181675,0.6857888432580425,0.614803451581975,0.6483589816181675,0.7090281763265991,0.7065171833082251,0.8014878152788868,0.7357175887142149,62478,0.5144617690009021,0.7251512532411409,0.6802770689026614,0.6441146013117017,0.6617021276595745,0.6802770689026614,0.6441146013117017,0.6617021276595745,0.71513053981232,0.7136518618425011,0.8086458733790934,0.7516716152173961,6942
4,0.5146410047994608,0.7268478504433561,0.6949746786131671,0.6157622243528283,0.652974907478954,0.6949746786131671,0.6157622243528283,0.652974907478954,0.7138822121126196,0.7110896389461858,0.8091046756363706,0.748624552330998,62478,0.5199269014677649,0.7258715067703831,0.6792929292929293,0.64998274076631,0.6643146939495502,0.6792929292929293,0.64998274076631,0.6643146939495502,0.7163326360800704,0.7151026188380376,0.8091919819872482,0.7498677895592438,6942
5,0.5079117789103716,0.7357629885719773,0.7054906341295756,0.6297603068072867,0.6654779031833195,0.7054906341295756,0.6297603068072867,0.6654779031833195,0.7235596645074722,0.7207258254636384,0.8170483831405907,0.757112964001837,62478,0.5082532821523116,0.7294727744165946,0.6856102003642988,0.6496375560925095,0.6671393123006026,0.6856102003642988,0.6496375560925095,0.6671393123006026,0.7196409980576054,0.7181438707533006,0.8146593829429276,0.7542576722496361,6942
6,0.501371571847398,0.739780402701751,0.7090057483500106,0.6385810162991371,0.671953188054883,0.7090057483500106,0.6385810162991371,0.671953188054883,0.728159203184426,0.7254246179756818,0.8218982315497739,0.7655893838615819,62478,0.5117344408325831,0.7257274560645347,0.7122702009405729,0.5750776665516051,0.6363636363636364,0.7122702009405729,0.5750776665516051,0.6363636363636364,0.7080985619375999,0.7043497109025021,0.8128406138569673,0.7548545899721293,6942
7,0.4966247342392159,0.7418931463875285,0.7134520489165416,0.6376605944391179,0.6734305386796274,0.7134520489165416,0.6376605944391179,0.6734305386796274,0.7300279611996634,0.7271070875939787,0.826860734903556,0.7712927135673693,62478,0.5177668443470721,0.7304811293575338,0.6806338028169014,0.6672419744563342,0.6738713613386788,0.6806338028169014,0.6672419744563342,0.6738713613386788,0.7221081367881561,0.7215072665853982,0.8121934245946425,0.7527760540506134,6942
8,0.4914993477762919,0.7484074394186754,0.7185547864257977,0.6528859060402684,0.6841481302871381,0.7185547864257977,0.6528859060402684,0.6841481302871381,0.7375441472034447,0.734857094711753,0.8312232318678022,0.7759112034321688,62478,0.5239493099044771,0.7235666954768079,0.7118717504332756,0.567138419054194,0.631316042267051,0.7118717504332756,0.567138419054194,0.631316042267051,0.7051038098188579,0.7013689623083084,0.8099918375985047,0.7513697380369256,6942
9,0.48758140935486916,0.7506162169083518,0.7219167653527322,0.6546116970278044,0.6866187976427522,0.7219167653527322,0.6546116970278044,0.6866187976427522,0.7397632712511646,0.7369973574554729,0.8353402700445416,0.7815387694773748,62478,0.5201822131726214,0.7261596081820801,0.7001607717041801,0.6013117017604418,0.6469823584029712,0.7001607717041801,0.6013117017604418,0.6469823584029712,0.7116544925324657,0.7084432427220009,0.8105121746933126,0.7513721075644075,6942
10,0.4865640474640723,0.7476551746214668,0.7183647532302478,0.6503163950143815,0.6826489533011272,0.7183647532302478,0.6503163950143815,0.6826489533011272,0.7366031843396013,0.7338470418332079,0.8350859712577816,0.7832328719189077,62478,0.5151729037407254,0.7291846730048978,0.7188979767541972,0.576458405246807,0.6398467432950191,0.7188979767541972,0.576458405246807,0.6398467432950191,0.7114284501331974,0.7075122681363826,0.8111624787246344,0.751687545906407,6942
