dataset,version,representation,head_type,seed,phase,learning_rate,weight_decay,dropout,status,run_dir,checkpoint_dir,error,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection
solubility,v1,trained_autoencoder+esm2,linear,42,tuning,0.0003,0.0001,,complete,Code/results/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_seed_42,,20.0,0.6761796659640019,0.5473475515138378,0.712330740420628
solubility,v1,trained_autoencoder+esm2,linear,42,tuning,0.001,0.0,,complete,Code/results/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_0_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_0_seed_42,,9.0,0.6626924987580726,0.5674507186070055,0.7065687121866897
solubility,v1,trained_autoencoder+esm2,linear,42,tuning,0.001,0.0001,,complete,Code/results/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_seed_42,,9.0,0.661479887435855,0.5677033412082159,0.7054163065399021
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_seed_42,,4.0,0.696671839972409,0.5021702172827631,0.7466148084125612
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_seed_42,,5.0,0.6941484716157206,0.4964666905611951,0.7477672140593489
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0001,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.1_seed_42,,4.0,0.6979220333161601,0.5016640947878928,0.7466148084125612
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0001,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_seed_42,,4.0,0.6931995154871085,0.4978988760831685,0.7445980985306828
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.1_seed_42,,4.0,0.6917030567685589,0.5058864490404077,0.7457505041774705
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.3_seed_42,,4.0,0.691585473870682,0.4950123949014498,0.7492077211178335
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.1_seed_42,,2.0,0.6967383761276891,0.4988098498449927,0.7481993661768943
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0001,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.3_seed_42,,4.0,0.6950854324467148,0.4938339946404619,0.750648228176318
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_0_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_0_do_0.1_seed_42,,2.0,0.6980431848852902,0.5024662457000828,0.742149236531259
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.001,0.0,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_0_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_0_do_0.3_seed_42,,3.0,0.6893203883495146,0.5017581800499555,0.7418611351195621
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.001,0.0001,0.1,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_do_0.1_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_do_0.1_seed_42,,4.0,0.6873591121900469,0.5019430398374358,0.740276577355229
solubility,v1,trained_autoencoder+esm2,mlp,42,tuning,0.001,0.0001,0.3,complete,Code/results/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_do_0.3_seed_42,/home/ubuntu/research/protein-sequence-augmentation/checkpoints/classifier/solubility/v1/tuning/mlp/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_do_0.3_seed_42,,7.0,0.6864570525206394,0.5028529793702364,0.7428694900605013
