epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.6359208654096541,0.6129997759211242,0.57083084279737,0.2930009587727709,0.3872373856407917,0.57083084279737,0.2930009587727709,0.3872373856407917,0.5522160705061626,0.567605882787204,0.6663050807424262,0.5577162177376592,62478,0.6113168564250785,0.6400172860847018,0.5966958211856171,0.42388677942699343,0.49566094853683146,0.5966958211856171,0.42388677942699343,0.49566094853683146,0.6078931912580002,0.6093475924329034,0.7050850523942547,0.5990255418766219,6942
2,0.6050515849217322,0.6503409200038414,0.6068955057883828,0.4604026845637584,0.5235956036287509,0.6068955057883828,0.4604026845637584,0.5235956036287509,0.6237067777941478,0.6233969580278342,0.7121003903016117,0.6107225083414176,62478,0.599314024763676,0.6588879285508499,0.6086242299794661,0.5115636865723162,0.5558889722430608,0.6086242299794661,0.5115636865723162,0.5558889722430608,0.6394973392553003,0.6379820905049467,0.719093619289039,0.6176643161741906,6942
3,0.5975539994024582,0.6609686609686609,0.6132586454330818,0.5080345158197507,0.5557093715915765,0.6132586454330818,0.5080345158197507,0.5557093715915765,0.6408075843465129,0.6392739675217205,0.7221890802726663,0.6245631334660076,62478,0.5939305317020663,0.6682512244309997,0.6166535742340927,0.5419399378667588,0.5768877457284586,0.6166535742340927,0.5419399378667588,0.5768877457284586,0.652026386784381,0.6503272000829468,0.727442437575549,0.6289137159664678,6942
4,0.5934523725338685,0.6681551906271007,0.6188272978022956,0.5334611697027805,0.5729821020328301,0.6188272978022956,0.5334611697027805,0.5729821020328301,0.6508092060626829,0.649047976275174,0.7287229685562406,0.6328774218761499,62478,0.5907886216840357,0.6668107173725151,0.6168,0.5322747670003452,0.5714285714285714,0.6168,0.5322747670003452,0.5714285714285714,0.6494470534767459,0.6477195837473914,0.7322683667900769,0.6355522398810494,6942
5,0.5907723004959385,0.6719485258811102,0.623961249611163,0.5384851390220518,0.578080612622998,0.623961249611163,0.5384851390220518,0.578080612622998,0.6548655439453727,0.6530158848971204,0.7330970978469976,0.6385303277764692,62478,0.5887540388746105,0.6704119850187266,0.6109289617486339,0.5788746979634104,0.5944700460829493,0.6109289617486339,0.5788746979634104,0.5944700460829493,0.6584337612118216,0.6574225158543876,0.7351308394985137,0.6400029906431379,6942
6,0.5886993261609929,0.6755657991613048,0.6266969313370291,0.5506040268456376,0.5861914094398171,0.6266969313370291,0.5506040268456376,0.5861914094398171,0.6596912925680631,0.6578391669541211,0.7365469978939553,0.6426045251889447,62478,0.5868140809373188,0.6695476807836358,0.6148571428571429,0.55712806351398,0.5845708076783774,0.6148571428571429,0.55712806351398,0.5845708076783774,0.6551172622462684,0.6535949341055685,0.7374282163083332,0.6436486360989854,6942
7,0.5870960829711235,0.6771023400236883,0.6285116947602247,0.5534036433365292,0.5885711954970021,0.6285116947602247,0.5534036433365292,0.5885711954970021,0.6614255571805497,0.6595548832291249,0.7387897349920245,0.645968547206661,62478,0.5853151697241514,0.6745894554883319,0.6217557251908397,0.5623058336209872,0.5905383360522023,0.6217557251908397,0.5623058336209872,0.5905383360522023,0.6602745462978832,0.6586560070453514,0.7398362314196564,0.6459754896746823,6942
8,0.5857647665827859,0.6791510611735331,0.6310367311454032,0.5567401725790988,0.5915647921760391,0.6310367311454032,0.5567401725790988,0.5915647921760391,0.6636852902838126,0.6617862882509262,0.7407241941039859,0.6479628604009244,62478,0.5841875958085506,0.6779026217228464,0.6231830040998881,0.577148774594408,0.5992831541218638,0.6231830040998881,0.577148774594408,0.5992831541218638,0.6650076656929165,0.6636052896457825,0.7414512178106758,0.6489648246891119,6942
9,0.5846752901915884,0.6799033259707417,0.6309369881906732,0.5614189837008629,0.5941514296730727,0.6309369881906732,0.5614189837008629,0.5941514296730727,0.664945269138258,0.6630955589328147,0.7422907439513601,0.6497457377437901,62478,0.5834939235124283,0.6773264188994526,0.6330498177399757,0.5395236451501554,0.5825568393589265,0.6330498177399757,0.5395236451501554,0.5825568393589265,0.6597921552981532,0.6577717113266228,0.7426121732852664,0.6504219500075537,6942
10,0.5838068493743068,0.681711962610839,0.6345142360356444,0.5598082454458293,0.5948247758761206,0.6345142360356444,0.5598082454458293,0.5948247758761206,0.6663696339710615,0.6644191352218844,0.7437353374176673,0.651692020907226,62478,0.5826576384403148,0.6773264188994526,0.6235426852200076,0.5723161891612012,0.5968322534197265,0.6235426852200076,0.5723161891612012,0.5968322534197265,0.6639300556243686,0.6624250908723188,0.7431875095203128,0.6505387835008268,6942
