epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.6835647434670685,0.5817567783859918,0.4831528279181709,0.030795781399808247,0.05790099866604175,0.4831528279181709,0.030795781399808247,0.05790099866604175,0.3945580451831119,0.5035994125524987,0.5228382144497326,0.4392984985685329,62478,0.6814068956630644,0.5811005473926822,0.417910447761194,0.009665170866413532,0.018893387314439947,0.417910447761194,0.009665170866413532,0.018893387314439947,0.3762965105070368,0.5000118190549621,0.5403109563492859,0.4498282992950675,6942
2,0.6792834364344046,0.5851659784244054,0.6240126382306477,0.015148609779482262,0.029579152313913434,0.6240126382306477,0.015148609779482262,0.029579152313913434,0.3828886723217641,0.5043053435404018,0.5521028433987706,0.46598230079034036,62478,0.6778294171046468,0.5829732065687122,0.5294117647058824,0.006213324128408699,0.012282497441146366,0.5294117647058824,0.006213324128408699,0.012282497441146366,0.37398567490518014,0.5011289117551809,0.5687521254031599,0.47169822861982824,6942
3,0.6759828459117884,0.5856461474439002,0.673469387755102,0.01392138063279003,0.027278875779664837,0.673469387755102,0.01392138063279003,0.027278875779664837,0.3820171401940361,0.5045433071336903,0.577732673460557,0.48757936655205003,62478,0.6750699720441763,0.5839815615096514,0.6097560975609756,0.00862961684501208,0.01701837985023826,0.6097560975609756,0.00862961684501208,0.01701837985023826,0.3765888537292485,0.5023370581134826,0.5882536940946966,0.48682025887603864,6942
4,0.6734061084253397,0.5864304235090751,0.7041522491349481,0.01560882070949185,0.03054065208419315,0.7041522491349481,0.01560882070949185,0.03054065208419315,0.3838450389196283,0.5054557028306408,0.5957967668263726,0.5004063554770621,62478,0.6727830727105181,0.5845577643330452,0.6326530612244898,0.010700724887814981,0.021045485403937542,0.6326530612244898,0.010700724887814981,0.021045485403937542,0.37868876939789126,0.5031253933462561,0.6020929967619203,0.497349275997579,6942
5,0.6710429696069912,0.588095009443324,0.7266666666666667,0.02090124640460211,0.04063373718546132,0.7266666666666667,0.02090124640460211,0.04063373718546132,0.38919112851059556,0.5076349211997189,0.6082279091081412,0.512227396027843,62478,0.6707889136303676,0.5849899164505906,0.6052631578947368,0.01587849499482223,0.03094517322569795,0.6052631578947368,0.01587849499482223,0.03094517322569795,0.38344985725715286,0.5042309656679921,0.6123641395365309,0.5052502356178797,6942
6,0.6691042061438042,0.5888472742405326,0.707395498392283,0.025311601150527326,0.04887440758293839,0.707395498392283,0.025311601150527326,0.04887440758293839,0.3933063996913344,0.5089061096157274,0.6176022352735091,0.518564736779304,62478,0.6689566712288787,0.5858542206856814,0.6057692307692307,0.021746634449430445,0.04198600466511163,0.6057692307692307,0.021746634449430445,0.04198600466511163,0.38890626154417024,0.5058053320578425,0.6203403375812241,0.5115020642499745,6942
7,0.6672392012371655,0.5908319728544448,0.7016574585635359,0.034093959731543624,0.06502816180235535,0.7016574585635359,0.034093959731543624,0.06502816180235535,0.40156974914548693,0.5118551000756446,0.6249934143796532,0.5247691532403989,62478,0.6672052875337185,0.5875828291558629,0.6197183098591549,0.030376251294442526,0.057913787430075685,0.6197183098591549,0.030376251294442526,0.057913787430075685,0.3969605820506764,0.508513218354267,0.6269241058799586,0.5167470647456799,6942
8,0.6655431345542585,0.5927206376644579,0.6999364272091545,0.04222435282837968,0.07964409722222222,0.6999364272091545,0.04222435282837968,0.07964409722222222,0.4090722644207054,0.5146291942423908,0.6310238293605178,0.5288997251741896,62478,0.6655127838859294,0.5884471333909537,0.6123595505617978,0.037625129444252677,0.07089430894308943,0.6123595505617978,0.037625129444252677,0.07089430894308943,0.403288767941801,0.5102835165144626,0.6323714528434641,0.521163381335203,6942
9,0.6637051337686253,0.5929767278081884,0.6631259484066768,0.050278044103547456,0.0934692713532012,0.6631259484066768,0.050278044103547456,0.0934692713532012,0.415522301820413,0.5159914243263115,0.6370103941103122,0.5342759733516345,62478,0.6638378076098626,0.5908959953903774,0.6278026905829597,0.04832585433206766,0.08974358974358974,0.6278026905829597,0.04832585433206766,0.08974358974358974,0.41295057599405427,0.5139033474379745,0.6372153453148114,0.5252318456415092,6942
10,0.6619436309796227,0.5953935785396459,0.6624489795918367,0.06224352828379674,0.11379491673970202,0.6624489795918367,0.06224352828379674,0.11379491673970202,0.42582446317121153,0.5197628102095302,0.6413449757033026,0.5385883018001937,62478,0.6621589633169039,0.592336502448862,0.6236162361623616,0.05833620987228167,0.10669191919191919,0.6236162361623616,0.05833620987228167,0.10669191919191919,0.42130042021559383,0.5165599467161162,0.6416400666816574,0.529144887070164,6942
