epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.6835652671690203,0.5817567783859918,0.4831528279181709,0.030795781399808247,0.05790099866604175,0.4831528279181709,0.030795781399808247,0.05790099866604175,0.3945580451831119,0.5035994125524987,0.5228376797935985,0.4392979174432002,62478,0.6814079583979107,0.5811005473926822,0.417910447761194,0.009665170866413532,0.018893387314439947,0.417910447761194,0.009665170866413532,0.018893387314439947,0.3762965105070368,0.5000118190549621,0.5403157351729528,0.4498334311754751,6942
2,0.679285128411435,0.5851659784244054,0.6240126382306477,0.015148609779482262,0.029579152313913434,0.6240126382306477,0.015148609779482262,0.029579152313913434,0.3828886723217641,0.5043053435404018,0.5521060450145172,0.4659845846633014,62478,0.677831659722967,0.5829732065687122,0.5294117647058824,0.006213324128408699,0.012282497441146366,0.5294117647058824,0.006213324128408699,0.012282497441146366,0.37398567490518014,0.5011289117551809,0.568758610949565,0.4717023513804431,6942
3,0.675985759817427,0.5856461474439002,0.673469387755102,0.01392138063279003,0.027278875779664837,0.673469387755102,0.01392138063279003,0.027278875779664837,0.3820171401940361,0.5045433071336903,0.5777374721968933,0.4875824624096563,62478,0.6750730016120948,0.5839815615096514,0.6097560975609756,0.00862961684501208,0.01701837985023826,0.6097560975609756,0.00862961684501208,0.01701837985023826,0.3765888537292485,0.5023370581134826,0.5882664945152332,0.486830207436042,6942
4,0.6734098975398697,0.5863984122411089,0.703125,0.015532118887823586,0.030392855802784134,0.703125,0.015532118887823586,0.030392855802784134,0.38376364218347336,0.5054173519198066,0.5958015750442954,0.5004097330862791,62478,0.6727869080830912,0.5845577643330452,0.6326530612244898,0.010700724887814981,0.021045485403937542,0.6326530612244898,0.010700724887814981,0.021045485403937542,0.37868876939789126,0.5031253933462561,0.602107418569058,0.49735796934224774,6942
5,0.6710477513690593,0.5881110150773072,0.7276368491321762,0.02090124640460211,0.040635252013122576,0.7276368491321762,0.02090124640460211,0.040635252013122576,0.38919831732030197,0.5076486563314387,0.6082341337697532,0.5122292224972633,62478,0.6707937596202137,0.5849899164505906,0.6052631578947368,0.01587849499482223,0.03094517322569795,0.6052631578947368,0.01587849499482223,0.03094517322569795,0.38344985725715286,0.5042309656679921,0.6123646515533524,0.5052436791346158,6942
6,0.6691096530589058,0.5888312686065496,0.7070815450643777,0.025273250239693193,0.048802162402340137,0.7070815450643777,0.025273250239693193,0.048802162402340137,0.39326651116982725,0.5088869341603103,0.6176098574156371,0.518570569577644,62478,0.6689625139780465,0.5857101699798329,0.6019417475728155,0.021401449775629963,0.04133333333333333,0.6019417475728155,0.021401449775629963,0.04133333333333333,0.38854612274898936,0.5056327397209422,0.6203459697662601,0.511514970351255,6942
7,0.6672460985166925,0.5908159672204616,0.7020602218700476,0.03397890699904123,0.06482057284998353,0.7020602218700476,0.03397890699904123,0.06482057284998353,0.4014675396236519,0.5118250439728332,0.6249970547821581,0.5247684703737336,62478,0.6672125377836368,0.5874387784500144,0.6170212765957447,0.030031066620642043,0.05727452271231073,0.6170212765957447,0.030031066620642043,0.05727452271231073,0.3966070197924452,0.5083406260173667,0.6269196684008391,0.5167525149802422,6942
8,0.6655513104821118,0.5927206376644579,0.7001909611712285,0.04218600191754554,0.07957751573464515,0.7001909611712285,0.04218600191754554,0.07957751573464515,0.40904166096052985,0.5146237539186936,0.6310272574808335,0.5288991520353769,62478,0.6655215229297089,0.5885911840968021,0.615819209039548,0.037625129444252677,0.07091737150292778,0.615819209039548,0.037625129444252677,0.07091737150292778,0.4033587782584019,0.5104071259087766,0.6323674847130978,0.5211596495196602,6942
9,0.6637149908225978,0.5929607221742054,0.6632860040567952,0.05016299137104506,0.09327200770135843,0.6632860040567952,0.05016299137104506,0.09327200770135843,0.4154252803884621,0.5159613682235001,0.6370138238108924,0.5342753231271419,62478,0.6638481032089347,0.5903197925669835,0.6188340807174888,0.04763548498446669,0.08846153846153847,0.6188340807174888,0.04763548498446669,0.08846153846153847,0.412123745819398,0.5133109439755461,0.6372128278987725,0.5252318986872123,6942
10,0.6619551662213633,0.5953775729056628,0.662311147407105,0.062205177372962606,0.11372878979105315,0.662311147407105,0.062205177372962606,0.11372878979105315,0.42578757392323524,0.5197436347541131,0.6413486561391734,0.5385836985925117,62478,0.6621708143035605,0.592336502448862,0.6236162361623616,0.05833620987228167,0.10669191919191919,0.6236162361623616,0.05833620987228167,0.10669191919191919,0.42130042021559383,0.5165599467161162,0.6416312343914872,0.5291433883011679,6942
