dataset,version,representation,head_type,seed,phase,learning_rate,weight_decay,dropout,status,run_dir,checkpoint_dir,error,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection
solubility,v3,random_autoencoder,mlp,42,tuning,0.0003,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_0_do_0.3_seed_42,,16.0,0.5292538915727322,0.6446513107206937,0.6210025929127053
solubility,v3,random_autoencoder,mlp,42,tuning,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_1e-4_do_0.1_seed_42,,25.0,0.5342465753424658,0.6440625829883488,0.6277729760875829
solubility,v3,random_autoencoder,mlp,42,tuning,0.0003,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_3e-4_wd_1e-4_do_0.3_seed_42,,16.0,0.5149788641793788,0.6489512916086593,0.6198501872659176
solubility,v3,random_autoencoder,mlp,42,tuning,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_0_do_0.1_seed_42,,29.0,0.5872193436960277,0.6446309113014812,0.6212906943244022
solubility,v3,random_autoencoder,mlp,42,tuning,0.001,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_0_do_0.3_seed_42,,16.0,0.5219941348973607,0.647431246487698,0.6243157591472198
solubility,v3,random_autoencoder,mlp,42,tuning,0.001,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_1e-4_do_0.1_seed_42,,29.0,0.5724025974025974,0.6536352874153597,0.6205704407951599
solubility,v3,random_autoencoder,mlp,42,tuning,0.001,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/random_autoencoder/lr_1e-3_wd_1e-4_do_0.3_seed_42,,16.0,0.5443665583860489,0.6573135656192234,0.6161048689138576
solubility,v3,trained_autoencoder,linear,42,tuning,0.0001,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_seed_42,,16.0,0.5289814293753518,0.6141694264019026,0.6382886776145204
solubility,v3,trained_autoencoder,linear,42,tuning,0.0001,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_seed_42,,16.0,0.5292573143285821,0.6141597872953599,0.6384327283203688
solubility,v3,trained_autoencoder,linear,42,tuning,0.0003,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_3e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_3e-4_wd_0_seed_42,,4.0,0.5269281291048977,0.6142852988960213,0.6368481705560357
solubility,v3,trained_autoencoder,linear,42,tuning,0.0003,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_3e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_3e-4_wd_1e-4_seed_42,,4.0,0.5266516516516516,0.6142776845958383,0.6367041198501873
solubility,v3,trained_autoencoder,linear,42,tuning,0.001,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-3_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-3_wd_0_seed_42,,12.0,0.5519929140832596,0.6177151276137293,0.6356957649092481
solubility,v3,trained_autoencoder,linear,42,tuning,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-3_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder/lr_1e-3_wd_1e-4_seed_42,,12.0,0.5521885521885522,0.6176747239587356,0.635983866320945
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_0_do_0.1_seed_42,,16.0,0.6413934426229508,0.5539228022270263,0.6974935177182369
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0001,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_0_do_0.3_seed_42,,15.0,0.6409413393320643,0.5474425661515792,0.7010947853644482
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0001,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.1_seed_42,,15.0,0.6436115843270869,0.5494587295631,0.6986459233650245
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0001,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-4_wd_1e-4_do_0.3_seed_42,,15.0,0.6376861794250087,0.5466149649318512,0.6986459233650245
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0003,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_0_do_0.1_seed_42,,4.0,0.6356240263112342,0.5472495073682806,0.6967732641889945
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0003,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_0_do_0.3_seed_42,,4.0,0.630305156085584,0.5478587096309634,0.6963411120714491
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_1e-4_do_0.1_seed_42,,4.0,0.6407867494824017,0.5457484130641632,0.700086430423509
solubility,v3,trained_autoencoder,mlp,42,tuning,0.0003,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_3e-4_wd_1e-4_do_0.3_seed_42,,12.0,0.6381726942377574,0.5527115534616458,0.698789974070873
solubility,v3,trained_autoencoder,mlp,42,tuning,0.001,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_0_do_0.1_seed_42,,4.0,0.651827242524917,0.5529936386851336,0.6980697205416306
solubility,v3,trained_autoencoder,mlp,42,tuning,0.001,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_0_do_0.3_seed_42,,4.0,0.6296296296296297,0.5516313231753809,0.6946125036012677
solubility,v3,trained_autoencoder,mlp,42,tuning,0.001,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_1e-4_do_0.1_seed_42,,4.0,0.645935440256887,0.548720704731286,0.6982137712474791
solubility,v3,trained_autoencoder,mlp,42,tuning,0.001,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder/lr_1e-3_wd_1e-4_do_0.3_seed_42,,4.0,0.6474402730375427,0.5481261971858213,0.7023912417170844
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.0001,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_0_seed_42,,20.0,0.6309944472488642,0.5752808245242895,0.6840968020743302
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.0001,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_seed_42,,20.0,0.6300539083557951,0.5752872587692769,0.6836646499567848
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.0003,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_0_seed_42,,12.0,0.6229112833763997,0.5763544591556397,0.684673004897724
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.0003,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_seed_42,,12.0,0.6225211243317813,0.5763402006805407,0.684673004897724
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.001,0.0,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_0_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_0_seed_42,,9.0,0.6318917134367779,0.5940766456456186,0.6787669259579372
solubility,v3,trained_autoencoder+esm2,linear,42,tuning,0.001,0.0001,,complete,Code/results/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/linear/trained_autoencoder+esm2/lr_1e-3_wd_1e-4_seed_42,,9.0,0.632413679167355,0.5938509599992845,0.6794871794871795
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.1_seed_42,,12.0,0.6684284707540521,0.5282213169554406,0.7288965715932008
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_0_do_0.3_seed_42,,15.0,0.6902917422119664,0.5270746695706838,0.7293287237107462
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.1_seed_42,,5.0,0.6668975069252078,0.5161186624366658,0.7228464419475655
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0001,0.0001,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_1e-4_wd_1e-4_do_0.3_seed_42,,16.0,0.6846816976127321,0.5225971476449914,0.7260155574762316
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.1_seed_42,,4.0,0.6851049650116627,0.5175504197101708,0.7277441659464131
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0,0.3,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.3_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_0_do_0.3_seed_42,,4.0,0.675025075225677,0.5185354907603333,0.7199654278305964
solubility,v3,trained_autoencoder+esm2,mlp,42,tuning,0.0003,0.0001,0.1,complete,Code/results/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.1_seed_42,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v3/tuning/mlp/trained_autoencoder+esm2/lr_3e-4_wd_1e-4_do_0.1_seed_42,,4.0,0.6965847219930704,0.5126287309521044,0.7350907519446845
