dataset,version,representation,encoder_mode,freeze_autoencoder,freeze_esm2,autoencoder_version,head_type,seed,phase,learning_rate,head_learning_rate,representation_learning_rate,encoder_learning_rate,esm_learning_rate,weight_decay,dropout,autoencoder_embedding_dropout,esm_embedding_dropout,status,run_dir,artifacts_copied,checkpoint_dir,error,sources,source_run_dir,selection_epoch,best_val_f1,val_loss_at_selection,val_accuracy_at_selection
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_rep_lr_1e-4_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,3.0,0.6959001782531195,0.4737004783767611,0.7542494958225295
solubility,v5,esm2,fine_tuned,True,False,,linear,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_rep_lr_1e-4_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/linear/esm2/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0.1_seed_42,8.0,0.7169620253164557,0.47891345930971835,0.7584269662921348
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,8.0,0.7202987101154107,0.47852835407761257,0.7626044367617402
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,8.0,0.7143102559697646,0.47707952841906,0.7604436761740132
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,8.0,0.7203936206311503,0.4776672891257167,0.7626044367617402
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0001,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-6_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,8.0,0.7203952973249276,0.47707966195853563,0.7636127917026794
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-5_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,3.0,0.7252329996548154,0.45742351901149997,0.7706712762892538
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-5_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,3.0,0.7331417948284603,0.45958178039415876,0.7725439354652838
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-5_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,3.0,0.730191256830601,0.4577402062853624,0.7723998847594353
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-5_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,3.0,0.7288510638297873,0.4608013853237561,0.7705272255834054
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-4_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0_seed_42,3.0,0.7156091592378955,0.45667064718814104,0.7656295015845578
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_rep_lr_1e-4_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_0_do_0.1_ae_do_0_esm_do_0.1_seed_42,3.0,0.6997255260750229,0.46530994885388866,0.7636127917026794
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-4_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0_seed_42,8.0,0.7151006711409396,0.48749386575647197,0.7554019014693172
solubility,v5,esm2,fine_tuned,True,False,,mlp,42,end_to_end_tuning,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1,0.0,0.1,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_rep_lr_1e-4_ae_do_0_esm_do_0.1_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,,source_1,/Users/josh/GWU/research/v5/encoder_lr_1e-4/unfrozen/tuning/mlp/esm2/lr_1e-4_wd_1e-4_do_0.1_ae_do_0_esm_do_0.1_seed_42,8.0,0.7127814676818403,0.4922917302610963,0.7445980985306828
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,3.0,0.6391854163245196,0.567405943824523,0.6835205992509363
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-6_ae_do_0.1_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,8.0,0.6449511400651465,0.5392666663432526,0.7016709881878421
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0,,0.2,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-6_ae_do_0.2_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.2_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.2_esm_do_0_seed_42,10.0,0.6387323943661972,0.5366455325473114,0.7044079515989629
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-6_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,8.0,0.6462328767123288,0.5387418686879949,0.7023912417170844
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0001,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-6_ae_do_0.1_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,8.0,0.6412239986247207,0.5427455567928942,0.6993661768942668
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-06,1e-06,1e-06,0.0001,,0.2,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-6_ae_do_0.2_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0_seed_42,,source_3,/Users/josh/GWU/research/v5/encoder_lr_1e-6/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.2_esm_do_0_seed_42,8.0,0.6331658291457286,0.5460367189707931,0.695044655718813
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-5_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0_esm_do_0_seed_42,8.0,0.6819531507753217,0.5122725438810638,0.7222702391241717
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-5_ae_do_0.1_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.1_esm_do_0_seed_42,3.0,0.6754067287948191,0.5290064613367838,0.7039757994814174
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0,,0.2,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_rep_lr_1e-5_ae_do_0.2_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.2_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_0_ae_do_0.2_esm_do_0_seed_42,3.0,0.6792511700468019,0.5301760513581243,0.703831748775569
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,,0.0,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-5_ae_do_0_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0_esm_do_0_seed_42,8.0,0.6875943253848475,0.5244546474245501,0.7018150388936906
solubility,v5,trained_autoencoder,fine_tuned,False,True,v5,linear,42,end_to_end_tuning,0.0001,0.0001,1e-05,1e-05,1e-05,0.0001,,0.1,0.0,complete,Code/results/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_rep_lr_1e-5_ae_do_0.1_esm_do_0_seed_42,True,/home/ubuntu/protein-sequence-augmentation/checkpoints/classifier/solubility/v5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,,source_2,/Users/josh/GWU/research/v5/encoder_lr_1e-5/unfrozen/tuning/linear/trained_autoencoder/lr_1e-4_wd_1e-4_ae_do_0.1_esm_do_0_seed_42,8.0,0.6859387274155538,0.5198299336144918,0.7120426390089312
