epoch,train_loss,train_accuracy,train_positive_precision,train_positive_recall,train_positive_f1,train_precision,train_recall,train_f1,train_macro_f1,train_balanced_accuracy,train_auroc,train_auprc,train_num_samples,val_loss,val_accuracy,val_positive_precision,val_positive_recall,val_positive_f1,val_precision,val_recall,val_f1,val_macro_f1,val_balanced_accuracy,val_auroc,val_auprc,val_num_samples
1,0.5650758690348111,0.6668907455424309,0.6244737713447803,0.5063087248322148,0.5592172145035581,0.6244737713447803,0.5063087248322148,0.5592172145035581,0.6457521626929934,0.6441111516917166,0.7390611743803631,0.6566397283566525,62478,0.5226489109218172,0.7205416306539902,0.6831228473019518,0.6161546427338627,0.647912885662432,0.6831228473019518,0.6161546427338627,0.647912885662432,0.7081217162967044,0.7057287428749659,0.7959638994006417,0.7455309591981236,6942
2,0.5225533116323251,0.7157399404590415,0.6966743933014806,0.5647938638542666,0.6238403863260897,0.6966743933014806,0.5647938638542666,0.6238403863260897,0.697696221564681,0.6943272673390499,0.7908951984692294,0.7370228313144768,62478,0.5081160425006468,0.7273120138288678,0.695027195027195,0.6175353814290645,0.6539937854140011,0.695027195027195,0.6175353814290645,0.6539937854140011,0.7144924353196238,0.7117343161780675,0.8049634057310896,0.7624138726402451,6942
3,0.5042116478194753,0.7300649828739716,0.7065022421524664,0.6042186001917546,0.6513695090439277,0.7065022421524664,0.6042186001917546,0.6513695090439277,0.7155725857072448,0.7122128629890454,0.809124877736916,0.7624095931416164,62478,0.49476255389325935,0.7385479688850476,0.684138869979578,0.6938211943389714,0.6889460154241646,0.684138869979578,0.6938211943389714,0.6889460154241646,0.7317260826282209,0.7322010792461235,0.8227431471881956,0.7852789483999004,6942
4,0.4892342391697056,0.7414769999039662,0.7213473120678118,0.6200958772770854,0.6669003918333677,0.7213473120678118,0.6200958772770854,0.6669003918333677,0.727834628213391,0.7242583059159649,0.8232116372569359,0.7813159666640508,62478,0.4919507133792437,0.7379717660616537,0.7205400981996727,0.607870210562651,0.6594270735817263,0.7205400981996727,0.607870210562651,0.6594270735817263,0.7232521063800004,0.7195098889648854,0.8241799943934158,0.7873214725701565,6942
5,0.47395244459610725,0.7558500592208457,0.7340687865022713,0.6507382550335571,0.6898963203903232,0.7340687865022713,0.6507382550335571,0.6898963203903232,0.744282954166072,0.7409392728344721,0.837721271325899,0.7991958202253248,62478,0.4992055678635501,0.7430135407663497,0.763369616658779,0.5567828788401795,0.6439121756487026,0.763369616658779,0.5567828788401795,0.6439121756487026,0.7214377195575044,0.7165867422631058,0.823288359766913,0.7845148249799553,6942
6,0.45640361135803276,0.7689426678190723,0.7486434522537919,0.6719846596356663,0.708245755860954,0.7486434522537919,0.6719846596356663,0.708245755860954,0.7584898290142652,0.7551885499095838,0.8529034580373553,0.8178603806567295,62478,0.5276154446794196,0.7412849322961682,0.743046357615894,0.5809458060062134,0.6520728399845022,0.743046357615894,0.5809458060062134,0.6520728399845022,0.7230783828448079,0.7185322355123773,0.8209158018204759,0.7823551501244205,6942
7,0.43397115737589975,0.7844361215147732,0.7649531335378925,0.6979482262703739,0.7299161753499378,0.7649531335378925,0.6979482262703739,0.7299161753499378,0.7752790358704676,0.7721672565574323,0.8696617278047712,0.8385566286622154,62478,0.5128180131432097,0.7414289830020168,0.7071428571428572,0.649292371418709,0.6769839841641173,0.7071428571428572,0.649292371418709,0.6769839841641173,0.730710077827225,0.7283544675387735,0.8223468035003177,0.7847697114581386,6942
8,0.40561646342033303,0.8044271583597427,0.7873019822509746,0.7280920421860019,0.7565402777501046,0.7873019822509746,0.7280920421860019,0.7565402777501046,0.7965562811570751,0.7935985305015661,0.8888629309970422,0.8621515503002073,62478,0.588974018857308,0.7274560645347162,0.6658963354242324,0.6962374870555748,0.6807289908876138,0.6658963354242324,0.6962374870555748,0.6807289908876138,0.7214904064767298,0.7230260364820519,0.8116824318068263,0.7666664125119536,6942
9,0.3665374059382373,0.8292198853996606,0.8133262823902697,0.7667881112176415,0.789371866240278,0.8133262823902697,0.7667881112176415,0.789371866240278,0.8228805009416147,0.8203635361461391,0.9119586105567089,0.8903537204167546,62478,0.6181154601754596,0.7287525208873523,0.6851716581446311,0.6475664480497066,0.6658385093167701,0.6851716581446311,0.6475664480497066,0.6658385093167701,0.7187842079860611,0.717231926126213,0.8050124740098128,0.7636564452805223,6942
