epoch,train_loss,train_accuracy,train_f1,train_precision,train_recall,val_loss,val_accuracy,val_f1,val_precision,val_recall
1,0.5225777804317303,0.719133134863472,0.7083303703842893,0.7111657805726956,0.7066291139649574,0.5045124074349755,0.7453183520599251,0.7192865674613049,0.759767868534899,0.7144989083374687
2,0.4852557413709301,0.750440154934537,0.7402720034789199,0.7443695466793127,0.7378962534801043,0.4761406438691275,0.7584269662921348,0.7525143423043796,0.7517428831986874,0.7534717087238706
3,0.4670377178148637,0.7627644931015718,0.7528856122931709,0.7575479677899979,0.7502132084875266,0.4764848684179618,0.7571305099394987,0.7531640363984502,0.7517980493056627,0.7568656548929821
4,0.44820570144396893,0.7743525721053811,0.7651122094839937,0.7696651764133846,0.7623988572159708,0.4664259775786356,0.7653414001728609,0.7594433670685015,0.758773430435739,0.7602376696749077
5,0.42857318477235284,0.7879413553570856,0.7791505924563853,0.7841448077053231,0.7761708296406724,0.4737455188060686,0.7663497551138001,0.757912259070547,0.7604182237592718,0.7561556582338919
6,0.4031994560769212,0.8021543583341336,0.7946351694506688,0.7982826994102892,0.7921704128722653,0.48297994219899726,0.7667819072313454,0.7539555638296948,0.7651971027742406,0.7495219256269966
7,0.374212906362725,0.822241428983002,0.8156661392192858,0.8190823319863995,0.8132434313872491,0.5395162362038814,0.7530970901757419,0.7407668043133157,0.748963946586248,0.7371912378561344
8,0.34437564617731203,0.8424405390697526,0.836875389144434,0.8397230359522918,0.8347172539513129,0.5669276035532423,0.756266205704408,0.7429861045467436,0.7535643907398895,0.73888200273673
9,0.3129928412018451,0.8586382406607126,0.8539775594140601,0.8558885144691544,0.8523982322213863,0.5656246542587259,0.7509363295880149,0.7408889275068852,0.7448245869687973,0.738569971152119
